csv_file,inferred_feed_type,confidence,columns,sample_http,inferred_source_page,no_header_detected
Kentucky Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd2101.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Kentucky State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Kentucky/kyv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Kentucky/index.php",False
Kentucky State and County Profiles .csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Kentucky/cp99021.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Kentucky/index.php,False
Kentucky-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Kentucky/cpd21001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Kentucky/index.php",False
Kentucky-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Kentucky-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Kentucky/Publications/Annual_Statistical_Bulletin/2001/p59.pdf,https://www.nass.usda.gov/Statistics_by_State/Kentucky/Publications/Annual_Statistical_Bulletin/2001/index.php,False
Kentucky-Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Kentucky/Publications/Annual_Statistical_Bulletin/2001/p59.pdf,https://www.nass.usda.gov/Statistics_by_State/Kentucky/Publications/Annual_Statistical_Bulletin/2001/index.php,False
Kentucky-Releases_1.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Kentucky/Publications/Annual_Statistical_Bulletin/2001/p59.pdf,https://www.nass.usda.gov/Statistics_by_State/Kentucky/Publications/Annual_Statistical_Bulletin/2001/index.php,False
Louisiana State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Louisiana/lav1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Louisiana/index.php",False
Louisiana State & County Profiles .csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Louisiana/cp99022.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Louisiana/index.php,False
Louisiana-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Louisiana/cpd22001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Louisiana/index.php",False
Louisiana-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Louisiana-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Louisiana/Publications/Crop_Progress_&_Condition/2013/CW05062013.pdf,https://www.nass.usda.gov/Statistics_by_State/Louisiana/Publications/Crop_Progress_&_Condition/2013/index.php,False
Louisiana-Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Louisiana/Publications/Crop_Progress_&_Condition/2013/CW05062013.pdf,https://www.nass.usda.gov/Statistics_by_State/Louisiana/Publications/Crop_Progress_&_Condition/2013/index.php,False
Lousiana Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd2201.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Maine Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd2301.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Maine State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Maine/mev1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Maine/index.php",False
Maine State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Maine/cp99023.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Maine/index.php,False
Maine-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Maine/cpd23001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Maine/index.php",False
Maine-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Maine-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Maine/Publications/maine-profile2021.pdf,https://www.nass.usda.gov/Statistics_by_State/Maine/Publications/index.php,False
marketbasket.csv,UNKNOWN,unknown,"Trends in U.S. Agriculture, published by USDA-NASS|||",,,False
Maryland Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd2401.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Maryland State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Maryland/mdv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Maryland/index.php",False
Maryland State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Maryland/cp99024.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Maryland/index.php,False
Maryland-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Maryland/cpd24001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Maryland/index.php",False
Maryland-Releases (Delta Version) - Maryland-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Maryland-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Maryland-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Delaware/Publications/Current_News_Release/2020/Maryland-Delaware%20April%202020%20Covid%2019%20News%20Release.pdf,https://www.nass.usda.gov/Statistics_by_State/Delaware/Publications/Current_News_Release/2020/index.php,False
Maryland-Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Delaware/Publications/Current_News_Release/2020/Maryland-Delaware%20April%202020%20Covid%2019%20News%20Release.pdf,https://www.nass.usda.gov/Statistics_by_State/Delaware/Publications/Current_News_Release/2020/index.php,False
Massachusetts Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd2501.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Massachusetts State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Massachusetts/mav1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Massachusetts/index.php",False
Massachusetts State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Massachusetts/cp99025.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Massachusetts/index.php,False
Massachusetts-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Massachusetts/cpd25001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Massachusetts/index.php",False
Massachusetts-Releases (Delta Version)_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Massachusetts-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Massachusetts/Publications/massachusetts-profile2021.pdf,https://www.nass.usda.gov/Statistics_by_State/Massachusetts/Publications/index.php,False
mechanization.csv,UNKNOWN,unknown,"Trends in U.S. Agriculture, published by USDA-NASS|||",,,False
Michigan Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd2601.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Michigan State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Michigan/miv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Michigan/index.php",False
Michigan State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Michigan/cp99026.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Michigan/index.php,False
Michigan- State Releases Updated.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Michigan/Publications/Ag_Across_Michigan/2020/aam2011.pdf,https://www.nass.usda.gov/Statistics_by_State/Michigan/Publications/Ag_Across_Michigan/2020/index.php,False
Michigan-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Michigan/cpd26001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Michigan/index.php",False
Michigan-Releases (Delta Version) - Michigan-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Michigan-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Michigan/Publications/Ag_Across_Michigan/2020/aam2011.pdf,https://www.nass.usda.gov/Statistics_by_State/Michigan/Publications/Ag_Across_Michigan/2020/index.php,False
Minnesota Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd2701.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Minnesota State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Minnesota/mnv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Minnesota/index.php",False
Minnesota State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Minnesota/cp99027.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Minnesota/index.php,False
Minnesota-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Minnesota/cpd27001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Minnesota/index.php",False
Minnesota-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Minnesota-Releases (Delta Version)_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Minnesota-Releases (Delta Version)_1.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Minnesota-Releases (Delta Version)_2.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Minnesota-Releases (Delta Version)_3.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Minnesota-Releases (Delta Version)_4.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Minnesota-Releases.csv,state_releases,high,url|filename|state|category|date,,,False
Minnesota-Releases_0.csv,state_releases,high,url|filename|state|category|date,,,False
Minnesota-Releases_1.csv,state_releases,high,url|filename|state|category|date,,,False
Minnesota-Releases_2.csv,state_releases,high,url|filename|state|category|date,,,False
Mississippi - reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Mississippi/cpd28001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Mississippi/index.php",False
Mississippi - reg_0.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Mississippi/cpd28001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Mississippi/index.php",False
Mississippi Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd2801.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Mississippi State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Mississippi/msv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Mississippi/index.php",False
Mississippi State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Mississippi/cp99028.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Mississippi/index.php,False
Mississippi-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Mississippi-Releases (Delta Version)_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Mississippi-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Research_and_Science/Disaster-Analysis/2021/Floods_2021_Delta/2021_Delta_Floods_Mississippi_Report.pdf,https://www.nass.usda.gov/Research_and_Science/Disaster-Analysis/2021/Floods_2021_Delta/index.php,False
Mississippi-Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Research_and_Science/Disaster-Analysis/2021/Floods_2021_Delta/2021_Delta_Floods_Mississippi_Report.pdf,https://www.nass.usda.gov/Research_and_Science/Disaster-Analysis/2021/Floods_2021_Delta/index.php,False
Missouri Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd2901.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Missouri State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Missouri/mov1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Missouri/index.php",False
Missouri State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Missouri/cp99029.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Missouri/index.php,False
Missouri-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state|,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Missouri/cpd29001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Missouri/index.php",False
Missouri-reg_0.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race_Ethnicity_and_Gender_Profiles/Missouri/cpd29001.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race_Ethnicity_and_Gender_Profiles/Missouri/index.php,False
Missouri-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Missouri-Releases (Delta Version)_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Missouri-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Research_and_Science/Disaster-Analysis/2019/Missouri-Illinois-Flooding/2019_Missouri_Illinois_Floods_Inundation_Map.pdf,https://www.nass.usda.gov/Research_and_Science/Disaster-Analysis/2019/Missouri-Illinois-Flooding/index.php,False
Missouri-Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Research_and_Science/Disaster-Analysis/2019/Missouri-Illinois-Flooding/2019_Missouri_Illinois_Floods_Inundation_Map.pdf,https://www.nass.usda.gov/Research_and_Science/Disaster-Analysis/2019/Missouri-Illinois-Flooding/index.php,False
Missouri-Releases_1.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Research_and_Science/Disaster-Analysis/2019/Missouri-Illinois-Flooding/2019_Missouri_Illinois_Floods_Inundation_Map.pdf,https://www.nass.usda.gov/Research_and_Science/Disaster-Analysis/2019/Missouri-Illinois-Flooding/index.php,False
Montana Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd3001.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Montana State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Montana/mtv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Montana/index.php",False
Montana State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Montana/cp99030.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Montana/index.php,False
Montana-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Montana/cpd30001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Montana/index.php",False
Montana-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Montana-Releases (Delta Version)_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Montana-Releases (Delta Version)_1.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Montana-Releases (Delta Version)_2.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Montana-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Montana/Publications/Special_Interest_Reports/agfacts.pdf,https://www.nass.usda.gov/Statistics_by_State/Montana/Publications/Special_Interest_Reports/index.php,False
Montana-Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Montana/Publications/Special_Interest_Reports/agfacts.pdf,https://www.nass.usda.gov/Statistics_by_State/Montana/Publications/Special_Interest_Reports/index.php,False
Montana-Releases_1.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Montana/Publications/Special_Interest_Reports/agfacts.pdf,https://www.nass.usda.gov/Statistics_by_State/Montana/Publications/Special_Interest_Reports/index.php,False
NASS Alabama Census (Updated).csv,state_census,medium,table|url|filename|state|category|query|Notes,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/alintro.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/index.php",False
NASS Alabama Census (Updated)_0.csv,state_census,medium,table|url|filename|state|category|query|Notes,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/alintro.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/index.php",False
NASS Alabama Census (Updated)_1.csv,state_census,medium,table|url|filename|state|category|query|Notes,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/alintro.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/index.php",False
NASS Alabama Census (Updated)_2.csv,state_census,medium,table|url|filename|state|category|query|Notes,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/alintro.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/index.php",False
NASS Alabama Census v2.csv,state_census,medium,Table #'s|URL|File Name|State|Catergory|Query Tool URL|Notes||||||||||||,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/alintro.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/index.php",False
NASS Alabama Census v2b.csv,UNKNOWN,unknown,"|https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/alintro.pdf|Introduction|Alabama|State Level Data||||||||||||||","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/alrefmap.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/index.php",False
NASS Alabama Census v2_0.csv,state_census,medium,Table #'s|URL|File Name|State|Catergory|Query Tool URL|Notes||||||||||||,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/alintro.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/index.php",False
NASS Alabama Census v2_1.csv,state_census,medium,Table #'s|URL|File Name|State|Catergory|Query Tool URL|Notes||||||||||||,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/alintro.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/index.php",False
NASS Alabama Census v2_2.csv,state_census,medium,table|url|filename|state|category|query|notes,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/alintro.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/index.php",False
NASS Alabama Census v3.csv,state_census,medium,table|url|filename|state|category|query|notes,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/alintro.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alabama/index.php",False
NASS Reports - Sheet1 (1)_0.csv,report,high,Title||Type|Section|Authors|Date,,,False
NASS Reports Fixed - Sheet1.csv,report,high,Title||Type|Section|Authors|Date,"https://www.nass.usda.gov/Education_and_Outreach/Reports,_Presentations_and_Conferences/Survey_Reports/125%20Years%20of%20Agricultural%20Estimates.pdf","https://www.nass.usda.gov/Education_and_Outreach/Reports,_Presentations_and_Conferences/Survey_Reports/index.php",False
NASS Reports Fixed - Sheet1_0.csv,report,high,Title|Report|Type|Section|Authors|Date,"https://www.nass.usda.gov/Education_and_Outreach/Reports,_Presentations_and_Conferences/Survey_Reports/125%20Years%20of%20Agricultural%20Estimates.pdf","https://www.nass.usda.gov/Education_and_Outreach/Reports,_Presentations_and_Conferences/Survey_Reports/index.php",False
nass_census_Alaska_v3.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alaska/akv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alaska/index.php",False
nass_census_Alaska_v3_0.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alaska/akv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alaska/index.php",False
nass_census_Alaska_v3_1.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alaska/akv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Alaska/index.php",False
nass_census_Arizona.csv,state_census,medium,table|url|title|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Arizona/azv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Arizona/index.php",False
nass_census_New_Hampshire.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/nhv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/index.php",False
nass_census_New_Hampshire_0.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/nhv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/index.php",False
nass_census_New_Hampshire_1.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/nhv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/New_Hampshire/index.php",False
